MeterType,MeterSerial,UtilityName,UtilityGroup,LineConnected,MeterName,UomScale,UomName,SystemName,SystemCode,Description,SampleValues
DX02,260,null,null,Cooling Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Cooling System Status — Overall operational state of the cooling system (1 = Active, 0 = Inactive)",null
DX02,260,null,null,Delta T Air,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Delta T Air (°C) — Temperature difference between supply and return air; ideal range 10–15°C; low value indicates poor cooling efficiency,"0.4, 1.3, 3.0"
DX02,260,null,null,Filter Pressure,AC DX,Pa,Differential Pressure,Air Handling Unit System,AHUS01,Filter Differential Pressure (Pa) — Pressure drop across the air filter; rising values indicate a clogged filter and reduced airflow efficiency,"28.0, 90.4, 96.8"
DX02,260,null,null,Return Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Return Air Temperature (°C) — Temperature of air returning from the space back to the HVAC unit; difference from Supply Air Temp = Delta T,"33.0, 22.2, 20.3"
DX02,260,null,null,Set Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 22.0"
DX02,260,null,null,Status FB,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Status Feedback — Actual operating status reported back from the unit (1 = Active, 0 = Inactive); confirms that control commands were executed correctly",null
DX02,260,null,null,Status_1,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"AC Unit 1 Status — Operating state of AC DX Unit 1 (1 = Running, 0 = Stopped)",null
DX02,260,null,null,Status_2,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"AC Unit 2 Status — Operating state of AC DX Unit 2 (1 = Running, 0 = Stopped)",null
DX02,260,null,null,Status_3,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"AC Unit 3 Status — Operating state of AC DX Unit 3 (1 = Running, 0 = Stopped)",null
DX02,260,null,null,Status_4,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"AC Unit 4 Status — Operating state of AC DX Unit 4 (1 = Running, 0 = Stopped)",null
DX02,260,null,null,Supply Air Temp,AC DX,°C,Temperature,Air Handling Unit System,AHUS01,Supply Air Temperature (°C) — Temperature of conditioned air delivered to the space; used with Return Air Temp to calculate Delta T cooling efficiency,"32.6, 22.8, 23.5"
DX02,260,null,null,Unit RHT,AC DX,Min,Run Time Min,Air Handling Unit System,AHUS01,Unit Run Hours Today — Total hours the unit has operated today; used for daily performance monitoring and preventive maintenance scheduling,"24.0, 6.0, 9.0"
DX02,260,null,null,Unit Status,AC DX,ON/OFF,Status,Air Handling Unit System,AHUS01,"Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection",null
MC01,257,null,null,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"6.0, 4.0, 4.0"
MC01,257,null,null,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles",null
MC01,257,null,null,Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Relative Humidity (%) — Moisture level inside the controlled space; critical for food safety compliance and kitchen environment standards,"76.9, 5.3, 46.0"
MC01,257,null,null,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,22
MC01,257,null,null,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)",null
MC01,257,null,null,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"60.0, 20.0, 50.0"
MC01,257,null,null,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 22.0"
MC01,257,null,null,Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"29.0, 29.8, 36.0"
MC01,257,null,null,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection",null
MC02,256,null,null,Comp RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Compressor Run Hours Today — Total hours the main compressor has run in the current day; used for load monitoring and maintenance scheduling,"6.0, 4.0, 4.0"
MC02,256,null,null,Comp Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Compressor Status — Operating state of the compressor (1 = Running, 0 = Stopped); tracks uptime and on/off cycles",null
MC02,256,null,null,Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Relative Humidity (%) — Moisture level inside the controlled space; critical for food safety compliance and kitchen environment standards,"76.9, 5.3, 46.0"
MC02,256,null,null,Munter RHT,Munt_Ac_Ctrl,Min,Run Time Min,Munter AC Control,MAC01,Munter Unit Run Hours Today — Total hours the Munter climate controller has operated today; used for maintenance scheduling,22
MC02,256,null,null,Munter Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Munter Unit Status — Operating state of the Munter climate control unit (1 = Running, 0 = Stopped)",null
MC02,256,null,null,Set Humidity,Munt_Ac_Ctrl,%RH,Humidity,Munter AC Control,MAC01,Set Point Humidity (%) — Target relative humidity programmed for the climate controller; deviation indicates the unit is not meeting environmental requirements,"60.0, 20.0, 50.0"
MC02,256,null,null,Set Temp,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Set Point Temperature (°C) — Target temperature programmed for the unit; deviation from this value means the system is not meeting cooling demand,"24.0, 24.0, 22.0"
MC02,256,null,null,Temperature,Munt_Ac_Ctrl,°C,Temperature,Munter AC Control,MAC01,Temperature Reading (°C) — Ambient or cold room temperature; used for refrigeration and kitchen area monitoring,"29.0, 29.8, 36.0"
MC02,256,null,null,Unit Status,Munt_Ac_Ctrl,ON/OFF,Status,Munter AC Control,MAC01,"Unit Status — Overall operating state of the unit (1 = Running, 0 = Stopped); used for uptime tracking and fault detection",null
30,67,Wm.Freezer Veg,168,kWh,Load Meter,kWh,Kilowatt Hour,Load Meter,LM01,"Wm.Freezer Veg | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC",null
2,4,EB_Ref_Line,REF,Current_1,Electricity,Amp,Cuurent,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase R Current (Amps) — Current on Phase 1; imbalance across phases indicates a fault condition,"56.6, 20.56, 94.06"
2,4,EB_Ref_Line,REF,Current_2,Electricity,Amp,Cuurent,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase Y Current (Amps) — Current on Phase 2; imbalance across phases indicates a fault condition,"5.71, 27.42, 34.88"
2,4,EB_Ref_Line,REF,Current_3,Electricity,Amp,Cuurent,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase B Current (Amps) — Current on Phase 3; imbalance across phases indicates a fault condition,"56.86, 34.54, 43.2"
2,4,EB_Ref_Line,REF,FREQ,Electricity,Hz,Freq,Electricity Monitoring,ELEC01,EB_Ref_Line | Grid Frequency (Hz) — Should be ~50 Hz in India; deviations indicate grid instability,"49.98, 49.99, 50.02"
2,4,EB_Ref_Line,REF,KVA,Electricity,KVA,Kilo Volt Amp,Electricity Monitoring,ELEC01,EB_Ref_Line | Apparent Power (KVA) — Total power demand of the unit including both real and reactive components,"2.5, 20.34, 14.86"
2,4,EB_Ref_Line,REF,KVA-Sum,Electricity,KVA,Kilo Volt Amp,Electricity Monitoring,ELEC01,EB_Ref_Line | Total Apparent Power — Combined real and reactive power demand at that instant,"36.06, 17.95, 27.47"
2,4,EB_Ref_Line,REF,KVAH,Electricity,KVAH,Kilo Volt Amp Hour,Electricity Monitoring,ELEC01,EB_Ref_Line | Apparent Energy — Total energy drawn including reactive component; KVAH ≥ kWh always; many utilities bill on KVAH when PF is poor,"7.25, 11.5, 8.5"
2,4,EB_Ref_Line,REF,KVAR-Sum,Electricity,KVAR,Reactive Power,Electricity Monitoring,ELEC01,EB_Ref_Line | Reactive Power Demand — Current reactive power being drawn; high values indicate need for capacitor bank correction,"13236.27, 5041.07, 16039.11"
2,4,EB_Ref_Line,REF,KVARH,Electricity,KVARH,Reactive Energy,Electricity Monitoring,ELEC01,"EB_Ref_Line | Reactive Energy — Energy that oscillates without doing real work; caused by motors, compressors and inductive loads","2.77, 0.17, 0.01"
2,4,EB_Ref_Line,REF,KVARH (LAG),Electricity,KVAH,Kilo Volt Amp Hour,Electricity Monitoring,ELEC01,"EB_Ref_Line | Lagging Reactive Energy (Inductive) — Dominant in restaurants due to refrigeration compressors, exhaust fans and HVAC motors; key driver of poor power factor","0.07, 0.13, 0.45"
2,4,EB_Ref_Line,REF,PF,Electricity,PF,Power Factor,Electricity Monitoring,ELEC01,EB_Ref_Line | Power Factor — Ratio of kW ÷ KVA; ideal = 1.0; below 0.9 triggers penalty billing from utility,"0.63, 0.85, 0.91"
2,4,EB_Ref_Line,REF,VOLTAGE_1-2,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Line-to-Line Voltage (Phase 1 to Phase 2) — Should be ~415V in a 3-phase supply system,"402.92, 434.15, 402.78"
2,4,EB_Ref_Line,REF,VOLTAGE_2-3,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Line-to-Line Voltage (Phase 2 to Phase 3) — Should be ~415V in a 3-phase supply system,"408.94, 422.94, 410.48"
2,4,EB_Ref_Line,REF,VOLTAGE_3-1,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Line-to-Line Voltage (Phase 3 to Phase 1) — Should be ~415V in a 3-phase supply system,"396.56, 420.36, 431.83"
2,4,EB_Ref_Line,REF,VTHD_B,Electricity,%,Percentage,Electricity Monitoring,ELEC01,EB_Ref_Line | Voltage Total Harmonic Distortion (Phase B) — Power quality indicator; high THD from variable speed drives and inverters,"3.27, 1.64, 1.79"
2,4,EB_Ref_Line,REF,VTHD_R,Electricity,%,Percentage,Electricity Monitoring,ELEC01,EB_Ref_Line | Voltage Total Harmonic Distortion (Phase R) — Power quality indicator; high THD from variable speed drives and inverters,"3.14, 1.86, 2.33"
2,4,EB_Ref_Line,REF,VTHD_Y,Electricity,%,Percentage,Electricity Monitoring,ELEC01,EB_Ref_Line | Voltage Total Harmonic Distortion (Phase Y) — Power quality indicator; high THD from variable speed drives and inverters,"2.13, 1.92, 3.89"
2,4,EB_Ref_Line,REF,Voltage_1,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase R Voltage (Volts) — Phase-to-neutral voltage on Phase 1; should be ~230V,"239.54, 238.62, 237.13"
2,4,EB_Ref_Line,REF,Voltage_2,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase Y Voltage (Volts) — Phase-to-neutral voltage on Phase 2; should be ~230V,"249.55, 241.99, 252.31"
2,4,EB_Ref_Line,REF,Voltage_3,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase B Voltage (Volts) — Phase-to-neutral voltage on Phase 3; should be ~230V,"234.79, 235.87, 234.55"
2,4,EB_Ref_Line,REF,kW,Electricity,kW,Kilowatt,Electricity Monitoring,ELEC01,EB_Ref_Line | Active Power Demand — Instantaneous real power being drawn at any given moment,"22.44, 41.8, 52.43"
2,4,EB_Ref_Line,REF,kWh,Electricity,kWh,Kilowatt Hour,Electricity Monitoring,ELEC01,"EB_Ref_Line | Active Energy Consumed — Main billing parameter; total electricity used by lighting, equipment and HVAC","8.75, 6.75, 22.75"
2,5,EB_Ref_Line,REF,Current_1,Electricity,Amp,Cuurent,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase R Current (Amps) — Current on Phase 1; imbalance across phases indicates a fault condition,"56.6, 20.56, 94.06"
2,5,EB_Ref_Line,REF,Current_2,Electricity,Amp,Cuurent,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase Y Current (Amps) — Current on Phase 2; imbalance across phases indicates a fault condition,"5.71, 27.42, 34.88"
2,5,EB_Ref_Line,REF,Current_3,Electricity,Amp,Cuurent,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase B Current (Amps) — Current on Phase 3; imbalance across phases indicates a fault condition,"56.86, 34.54, 43.2"
2,5,EB_Ref_Line,REF,FREQ,Electricity,Hz,Freq,Electricity Monitoring,ELEC01,EB_Ref_Line | Grid Frequency (Hz) — Should be ~50 Hz in India; deviations indicate grid instability,"49.98, 49.99, 50.02"
2,5,EB_Ref_Line,REF,KVA,Electricity,KVA,Kilo Volt Amp,Electricity Monitoring,ELEC01,EB_Ref_Line | Apparent Power (KVA) — Total power demand of the unit including both real and reactive components,"2.5, 20.34, 14.86"
2,5,EB_Ref_Line,REF,KVAH,Electricity,KVAH,Kilo Volt Amp Hour,Electricity Monitoring,ELEC01,EB_Ref_Line | Apparent Energy — Total energy drawn including reactive component; KVAH ≥ kWh always; many utilities bill on KVAH when PF is poor,"7.25, 11.5, 8.5"
2,5,EB_Ref_Line,REF,KVARH,Electricity,KVARH,Reactive Energy,Electricity Monitoring,ELEC01,"EB_Ref_Line | Reactive Energy — Energy that oscillates without doing real work; caused by motors, compressors and inductive loads","2.77, 0.17, 0.01"
2,5,EB_Ref_Line,REF,KVARH (LAG),Electricity,KVAH,Kilo Volt Amp Hour,Electricity Monitoring,ELEC01,"EB_Ref_Line | Lagging Reactive Energy (Inductive) — Dominant in restaurants due to refrigeration compressors, exhaust fans and HVAC motors; key driver of poor power factor","0.07, 0.13, 0.45"
2,5,EB_Ref_Line,REF,PF,Electricity,PF,Power Factor,Electricity Monitoring,ELEC01,EB_Ref_Line | Power Factor — Ratio of kW ÷ KVA; ideal = 1.0; below 0.9 triggers penalty billing from utility,"0.63, 0.85, 0.91"
2,5,EB_Ref_Line,REF,VOLTAGE_1-2,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Line-to-Line Voltage (Phase 1 to Phase 2) — Should be ~415V in a 3-phase supply system,"402.92, 434.15, 402.78"
2,5,EB_Ref_Line,REF,VOLTAGE_2-3,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Line-to-Line Voltage (Phase 2 to Phase 3) — Should be ~415V in a 3-phase supply system,"408.94, 422.94, 410.48"
2,5,EB_Ref_Line,REF,VOLTAGE_3-1,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Line-to-Line Voltage (Phase 3 to Phase 1) — Should be ~415V in a 3-phase supply system,"396.56, 420.36, 431.83"
2,5,EB_Ref_Line,REF,VTHD_B,Electricity,%,Percentage,Electricity Monitoring,ELEC01,EB_Ref_Line | Voltage Total Harmonic Distortion (Phase B) — Power quality indicator; high THD from variable speed drives and inverters,"3.27, 1.64, 1.79"
2,5,EB_Ref_Line,REF,VTHD_R,Electricity,%,Percentage,Electricity Monitoring,ELEC01,EB_Ref_Line | Voltage Total Harmonic Distortion (Phase R) — Power quality indicator; high THD from variable speed drives and inverters,"3.14, 1.86, 2.33"
2,5,EB_Ref_Line,REF,VTHD_Y,Electricity,%,Percentage,Electricity Monitoring,ELEC01,EB_Ref_Line | Voltage Total Harmonic Distortion (Phase Y) — Power quality indicator; high THD from variable speed drives and inverters,"2.13, 1.92, 3.89"
2,5,EB_Ref_Line,REF,Voltage_1,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase R Voltage (Volts) — Phase-to-neutral voltage on Phase 1; should be ~230V,"239.54, 238.62, 237.13"
2,5,EB_Ref_Line,REF,Voltage_2,Electricity,Volt,Voltage,Electricity Monitoring,ELEC01,EB_Ref_Line | Phase Y Voltage (Volts) — Phase-to-neutral voltage on Phase 2; should be ~230V,"249.55, 241.99, 252.31"
